"no","Word","Sub_Type","Type2","Type3","wildcard","wildsort","Source_Politician","Low_Precision","Low_Recall","Other_Reason","Old_Term","Include","Comment","sort","multiword","duplicate","real_duplicate","added","regex_matches","regex_lookuptime","regex_sort","word_copy","popu_list","ches2014_antielite_std","ches2017_antielite_std","ches2017_peopleelite_std","ches2017_pop_std","cses5_pop_std","mean_cor"
12406,"brav* masse*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"bravmasse",TRUE,FALSE,FALSE,2019-01-10,,,4,"brav* masse*",,,,,,,"#DIV/0!"
12407,"brav* menschen","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"bravmenschen",TRUE,FALSE,FALSE,2019-01-10,,,4,"brav* menschen",,,,,,,"#DIV/0!"
12408,"brav* sterbliche*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"bravsterbliche",TRUE,FALSE,FALSE,2019-01-10,,,4,"brav* sterbliche*",,,,,,,"#DIV/0!"
12409,"brav* steuerzahler*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"bravsteuerzahler",TRUE,FALSE,FALSE,2019-01-10,,,4,"brav* steuerzahler*",,,,,,,"#DIV/0!"
12410,"brav* volk","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"bravvolk",TRUE,FALSE,FALSE,2019-01-10,,,4,"brav* volk",,,,,,,"#DIV/0!"
12411,"breit* masse*","zzz_none","advocative","people-centrism","glob",2,0,0,0,1,1,0,,"breitmasse",TRUE,TRUE,FALSE,2019-01-10,,,4,"breit* masse*",,,,,,,"#DIV/0!"
12412,"breit* masse","zzz_none","advocative","people-centrism","glob",2,0,0,0,1,1,0,,"breitmasse",TRUE,TRUE,FALSE,2019-01-10,,,4,"breit* masse",,,,,,,"#DIV/0!"
12413,"bürgerinitiative*","zzz_none","advocative","sovereignty","glob",2,0,0,0,0,1,0,,"bürgerinitiative",FALSE,FALSE,FALSE,2019-01-10,,,4,"bürgerinitiative*",,,,,,,"#DIV/0!"
12414,"bürgerwille*","zzz_none","advocative","sovereignty","glob",2,0,0,0,0,1,0,,"bürgerwille",FALSE,FALSE,FALSE,2019-01-10,,,4,"bürgerwille*",,,,,,,"#DIV/0!"
12415,"*desaster","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"desaster",FALSE,FALSE,FALSE,2019-01-10,,,4,"*desaster",,,,,,,"#DIV/0!"
12416,"deutsch* tradition*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,"rechts?","deutschtradition",TRUE,FALSE,FALSE,2019-01-10,,,4,"deutsch* tradition*",,,,,,,"#DIV/0!"
12417,"deutsch* wert*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,"rechts?","deutschwert",TRUE,FALSE,FALSE,2019-01-10,,,4,"deutsch* wert*",,,,,,,"#DIV/0!"
12418,"direkt* demokrat*","zzz_none","advocative","sovereignty","glob",2,0,0,0,1,1,0,,"direktdemokrat",TRUE,TRUE,FALSE,2019-01-10,,,4,"direkt* demokrat*",,,,,,,"#DIV/0!"
12419,"direktdemokrat*","zzz_none","advocative","sovereignty","glob",2,0,0,0,1,1,0,,"direktdemokrat",FALSE,TRUE,FALSE,2019-01-10,,,4,"direktdemokrat*",,,,,,,"#DIV/0!"
12420,"dreist* politik*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,0,1,0,"check","dreistpolitik",TRUE,FALSE,FALSE,2019-01-10,,,4,"dreist* politik*",,,,,,,"#DIV/0!"
12421,"dreist* wahlversprechen","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,"check","dreistwahlversprechen",TRUE,FALSE,FALSE,2019-01-10,,,4,"dreist* wahlversprechen",,,,,,,"#DIV/0!"
12422,"durchschnittlich* bürger*","zzz_none","advocative","people-centrism","glob",2,1,0,0,0,1,0,,"durchschnittlichbürger",TRUE,FALSE,FALSE,2019-01-10,,,4,"durchschnittlich* bürger*",,,,,,,"#DIV/0!"
12423,"durchschnittlich* hackler*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"durchschnittlichhackler",TRUE,FALSE,FALSE,2019-01-10,,,4,"durchschnittlich* hackler*",,,,,,,"#DIV/0!"
12424,"durchschnittlich* leute*","zzz_none","advocative","people-centrism","glob",2,1,0,0,0,1,0,,"durchschnittlichleute",TRUE,FALSE,FALSE,2019-01-10,,,4,"durchschnittlich* leute*",,,,,,,"#DIV/0!"
12425,"durchschnittlich* masse*","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"durchschnittlichmasse",TRUE,FALSE,FALSE,2019-01-10,,,4,"durchschnittlich* masse*",,,,,,,"#DIV/0!"
12426,"durchschnittlich* menschen","zzz_none","advocative","people-centrism","glob",2,1,0,0,0,1,0,,"durchschnittlichmenschen",TRUE,FALSE,FALSE,2019-01-10,,,4,"durchschnittlich* menschen",,,,,,,"#DIV/0!"
12427,"durchschnittsbürger*","zzz_none","advocative","people-centrism","glob",2,1,0,0,0,1,0,,"durchschnittsbürger",FALSE,FALSE,FALSE,2019-01-10,,,4,"durchschnittsbürger*",,,,,,,"#DIV/0!"
12428,"ehrlich* arbeiter*","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"ehrlicharbeiter",TRUE,FALSE,FALSE,2019-01-10,,,4,"ehrlich* arbeiter*",,,,,,,"#DIV/0!"
12429,"ehrlich* bürger*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"ehrlichbürger",TRUE,FALSE,FALSE,2019-01-10,,,4,"ehrlich* bürger*",,,,,,,"#DIV/0!"
12430,"ehrlich* hackler*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"ehrlichhackler",TRUE,FALSE,FALSE,2019-01-10,,,4,"ehrlich* hackler*",,,,,,,"#DIV/0!"
12431,"ehrlich* leute*","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"ehrlichleute",TRUE,FALSE,FALSE,2019-01-10,,,4,"ehrlich* leute*",,,,,,,"#DIV/0!"
12432,"ehrlich* masse*","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"ehrlichmasse",TRUE,FALSE,FALSE,2019-01-10,,,4,"ehrlich* masse*",,,,,,,"#DIV/0!"
12433,"ehrlich* menschen","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"ehrlichmenschen",TRUE,FALSE,FALSE,2019-01-10,,,4,"ehrlich* menschen",,,,,,,"#DIV/0!"
12434,"ehrlich* volk","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"ehrlichvolk",TRUE,FALSE,FALSE,2019-01-10,,,4,"ehrlich* volk",,,,,,,"#DIV/0!"
12435,"eierk?pf*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"eierkpf",FALSE,FALSE,FALSE,2019-01-10,,,4,"eierk?pf*",,,,,,,"#DIV/0!"
12436,"einfach* arbeiter*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"einfacharbeiter",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* arbeiter*",,,,,,,"#DIV/0!"
12437,"einfach* bevölkerung","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"einfachbevölkerung",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* bevölkerung",,,,,,,"#DIV/0!"
12438,"einfach* bürger*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"einfachbürger",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* bürger*",,,,,,,"#DIV/0!"
12439,"einfach* hackler*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"einfachhackler",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* hackler*",,,,,,,"#DIV/0!"
12440,"einfach* leute","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"einfachleute",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* leute",,,,,,,"#DIV/0!"
12441,"einfach* mann","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"einfachmann",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* mann",,,,,,,"#DIV/0!"
12442,"einfach* masse*","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"einfachmasse",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* masse*",,,,,,,"#DIV/0!"
12443,"einfach* menschen","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"einfachmenschen",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* menschen",,,,,,,"#DIV/0!"
12444,"einfach* sterbliche*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"einfachsterbliche",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* sterbliche*",,,,,,,"#DIV/0!"
12445,"einfach* steuerzahler*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"einfachsteuerzahler",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* steuerzahler*",,,,,,,"#DIV/0!"
12446,"einfach* volk","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"einfachvolk",TRUE,FALSE,FALSE,2019-01-10,,,4,"einfach* volk",,,,,,,"#DIV/0!"
12447,"eingebildet*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"eingebildet",FALSE,FALSE,FALSE,2019-01-10,,,4,"eingebildet*",,,,,,,"#DIV/0!"
12448,"einzelne? auserkorene?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"einzelneauserkorene",TRUE,FALSE,FALSE,2019-01-10,,,4,"einzelne? auserkorene?",,,,,,,"#DIV/0!"
12449,"einzelne? auserwählte?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"einzelneauserwählte",TRUE,FALSE,FALSE,2019-01-10,,,4,"einzelne? auserwählte?",,,,,,,"#DIV/0!"
12450,"elit*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,0,1,0,,"elit",FALSE,FALSE,FALSE,2019-01-10,,,4,"elit*",,,,,,,"#DIV/0!"
12451,"elitär*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"elitär",FALSE,FALSE,FALSE,2019-01-10,,,4,"elitär*",,,,,,,"#DIV/0!"
12452,"elite*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"elite",FALSE,FALSE,FALSE,2019-01-10,,,4,"elite*",,,,,,,"#DIV/0!"
12453,"establishm*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"establishm",FALSE,FALSE,FALSE,2019-01-10,,,4,"establishm*",,,,,,,"#DIV/0!"
12454,"etablierte* partei*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"etabliertepartei",TRUE,FALSE,FALSE,2019-01-10,,,4,"etablierte* partei*",,,,,,,"#DIV/0!"
12455,"eu-bürokrat*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"eubürokrat",FALSE,FALSE,FALSE,2019-01-10,,,4,"eu-bürokrat*",,,,,,,"#DIV/0!"
12456,"eurokrat*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"eurokrat",FALSE,FALSE,FALSE,2019-01-10,,,4,"eurokrat*",,,,,,,"#DIV/0!"
12457,"eurokraten*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,"eurokrat* is better","eurokraten",FALSE,FALSE,FALSE,2019-01-10,,,4,"eurokraten*",,,,,,,"#DIV/0!"
12458,"eurokratie*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,"eurokrat* is better","eurokratie",FALSE,FALSE,FALSE,2019-01-10,,,4,"eurokratie*",,,,,,,"#DIV/0!"
12459,"europ* tradition*","zzz_none","advocative","people-centrism","glob",2,1,0,0,0,1,0,,"europtradition",TRUE,FALSE,FALSE,2019-01-10,,,4,"europ* tradition*",,,,,,,"#DIV/0!"
12460,"europ* wert*","zzz_none","advocative","people-centrism","glob",2,1,0,0,0,1,0,,"europwert",TRUE,FALSE,FALSE,2019-01-10,,,4,"europ* wert*",,,,,,,"#DIV/0!"
12461,"feine? damen","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"feinedamen",TRUE,FALSE,FALSE,2019-01-10,,,4,"feine? damen",,,,,,,"#DIV/0!"
12462,"feine? herren","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"feineherren",TRUE,FALSE,FALSE,2019-01-10,,,4,"feine? herren",,,,,,,"#DIV/0!"
12463,"finanzelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"finanzelite",FALSE,FALSE,FALSE,2019-01-10,,,4,"finanzelite*",,,,,,,"#DIV/0!"
12464,"freimaurer*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"freimaurer",FALSE,FALSE,FALSE,2019-01-10,,,4,"freimaurer*",,,,,,,"#DIV/0!"
12465,"gebrochene* wahlversprechen","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,"check","gebrochenewahlversprechen",TRUE,FALSE,FALSE,2019-01-10,,,4,"gebrochene* wahlversprechen",,,,,,,"#DIV/0!"
12466,"geheimb?nd*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"geheimbnd",FALSE,FALSE,FALSE,2019-01-10,,,4,"geheimb?nd*",,,,,,,"#DIV/0!"
12467,"geheimgesellschaft*","zzz_none","conflictive","anti-elitism","glob",2,0,1,1,1,1,0,,"geheimgesellschaft",FALSE,FALSE,FALSE,2019-01-10,,,4,"geheimgesellschaft*",,,,,,,"#DIV/0!"
12468,"geheim* herrsch*","zzz_none","conflictive","anti-elitism","glob",2,0,1,1,0,1,0,,"geheimherrsch",TRUE,FALSE,FALSE,2019-01-10,,,4,"geheim* herrsch*",,,,,,,"#DIV/0!"
12469,"geheim* souverän*","zzz_none","conflictive","anti-elitism","glob",2,0,1,1,0,1,0,,"geheimsouverän",TRUE,FALSE,FALSE,2019-01-10,,,4,"geheim* souverän*",,,,,,,"#DIV/0!"
12470,"geldadel*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"geldadel",FALSE,FALSE,FALSE,2019-01-10,,,4,"geldadel*",,,,,,,"#DIV/0!"
12471,"geldgeber?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"geldgeber",FALSE,FALSE,FALSE,2019-01-10,,,4,"geldgeber?",,,,,,,"#DIV/0!"
12472,"gewöhnlich* arbeiter*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"gewöhnlicharbeiter",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* arbeiter*",,,,,,,"#DIV/0!"
12473,"gewöhnlich* bevölkerung","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"gewöhnlichbevölkerung",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* bevölkerung",,,,,,,"#DIV/0!"
12474,"gewöhnlich* bürger*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"gewöhnlichbürger",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* bürger*",,,,,,,"#DIV/0!"
12475,"gewöhnlich* hackler*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"gewöhnlichhackler",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* hackler*",,,,,,,"#DIV/0!"
12476,"gewöhnlich* leute*","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"gewöhnlichleute",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* leute*",,,,,,,"#DIV/0!"
12477,"gewöhnlich* masse*","zzz_none","advocative","people-centrism","glob",2,0,0,1,0,1,0,,"gewöhnlichmasse",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* masse*",,,,,,,"#DIV/0!"
12478,"gewöhnlich* menschen","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"gewöhnlichmenschen",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* menschen",,,,,,,"#DIV/0!"
12479,"gewöhnlich* sterblich*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"gewöhnlichsterblich",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* sterblich*",,,,,,,"#DIV/0!"
12480,"gewöhnlich* steuerzahler*","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"gewöhnlichsteuerzahler",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* steuerzahler*",,,,,,,"#DIV/0!"
12481,"gewöhnlich* volk","zzz_none","advocative","people-centrism","glob",2,0,0,1,1,1,0,,"gewöhnlichvolk",TRUE,FALSE,FALSE,2019-01-10,,,4,"gewöhnlich* volk",,,,,,,"#DIV/0!"
12482,"gier*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"gier",FALSE,FALSE,FALSE,2019-01-10,,,4,"gier*",,,,,,,"#DIV/0!"
12483,"globalisier*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"globalisier",FALSE,FALSE,FALSE,2019-01-10,,,4,"globalisier*",,,,,,,"#DIV/0!"
12484,"globalisierer*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"globalisierer",FALSE,FALSE,FALSE,2019-01-10,,,4,"globalisierer*",,,,,,,"#DIV/0!"
12485,"grossgrundbesitz*","zzz_none","conflictive","anti-elitism","glob",2,1,1,1,0,1,0,,"grossgrundbesitz",FALSE,FALSE,FALSE,2019-01-10,,,4,"grossgrundbesitz*",,,,,,,"#DIV/0!"
12486,"großgrundbesitz*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,0,1,0,,"großgrundbesitz",FALSE,FALSE,FALSE,2019-01-10,,,4,"großgrundbesitz*",,,,,,,"#DIV/0!"
12487,"gross* konzern*","zzz_none","conflictive","anti-elitism","glob",2,1,1,1,1,1,0,,"grosskonzern",TRUE,TRUE,FALSE,2019-01-10,,,4,"gross* konzern*",,,,,,,"#DIV/0!"
12488,"grosskonzern*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"grosskonzern",FALSE,TRUE,FALSE,2019-01-10,,,4,"grosskonzern*",,,,,,,"#DIV/0!"
12489,"groß* konzern*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"großkonzern",TRUE,TRUE,FALSE,2019-01-10,,,4,"groß* konzern*",,,,,,,"#DIV/0!"
12490,"großkonzern*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"großkonzern",FALSE,TRUE,FALSE,2019-01-10,,,4,"großkonzern*",,,,,,,"#DIV/0!"
12491,"grossspender?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"grossspender",FALSE,FALSE,FALSE,2019-01-10,,,4,"grossspender?",,,,,,,"#DIV/0!"
12492,"großspender?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"großspender",FALSE,FALSE,FALSE,2019-01-10,,,4,"großspender?",,,,,,,"#DIV/0!"
12493,"günstling*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,"check","günstling",FALSE,FALSE,FALSE,2019-01-10,,,4,"günstling*",,,,,,,"#DIV/0!"
12494,"heimlich* herrsch*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"heimlichherrsch",TRUE,FALSE,FALSE,2019-01-10,,,4,"heimlich* herrsch*",,,,,,,"#DIV/0!"
12495,"heimlich* souverän*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"heimlichsouverän",TRUE,FALSE,FALSE,2019-01-10,,,4,"heimlich* souverän*",,,,,,,"#DIV/0!"
12496,"*herrsch*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"herrsch",FALSE,FALSE,FALSE,2019-01-10,,,4,"*herrsch*",,,,,,,"#DIV/0!"
12497,"herrschend*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"herrschend",FALSE,FALSE,FALSE,2019-01-10,,,4,"herrschend*",,,,,,,"#DIV/0!"
12498,"herrschend* grupp*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"herrschendgrupp",TRUE,FALSE,FALSE,2019-01-10,,,4,"herrschend* grupp*",,,,,,,"#DIV/0!"
12499,"herrschend* klasse","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"herrschendklasse",TRUE,FALSE,FALSE,2019-01-10,,,4,"herrschend* klasse",,,,,,,"#DIV/0!"
12500,"hinwegsetz*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"hinwegsetz",FALSE,FALSE,FALSE,2019-01-10,,,4,"hinwegsetz*",,,,,,,"#DIV/0!"
12501,"hochnäsig*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"hochnäsig",FALSE,FALSE,FALSE,2019-01-10,,,4,"hochnäsig*",,,,,,,"#DIV/0!"
12502,"höhere? kreise?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"höherekreise",TRUE,FALSE,FALSE,2019-01-10,,,4,"höhere? kreise?",,,,,,,"#DIV/0!"
12503,"illuminaten*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"illuminaten",FALSE,FALSE,FALSE,2019-01-10,,,4,"illuminaten*",,,,,,,"#DIV/0!"
12504,"imerialismus*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,0,1,0,,"imerialismus",FALSE,FALSE,FALSE,2019-01-10,,,4,"imerialismus*",,,,,,,"#DIV/0!"
12505,"imperialis*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,0,1,0,,"imperialis",FALSE,FALSE,FALSE,2019-01-10,,,4,"imperialis*",,,,,,,"#DIV/0!"
12506,"imperialist*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,0,1,0,,"imperialist",FALSE,FALSE,FALSE,2019-01-10,,,4,"imperialist*",,,,,,,"#DIV/0!"
12507,"imperialistisch*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,0,1,0,,"imperialistisch",FALSE,FALSE,FALSE,2019-01-10,,,4,"imperialistisch*",,,,,,,"#DIV/0!"
12508,"international*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"international",FALSE,FALSE,FALSE,2019-01-10,,,4,"international*",,,,,,,"#DIV/0!"
12509,"internationalismus*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"internationalismus",FALSE,FALSE,FALSE,2019-01-10,,,4,"internationalismus*",,,,,,,"#DIV/0!"
12510,"internationalist*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"internationalist",FALSE,FALSE,FALSE,2019-01-10,,,4,"internationalist*",,,,,,,"#DIV/0!"
12511,"internationalistisch*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"internationalistisch",FALSE,FALSE,FALSE,2019-01-10,,,4,"internationalistisch*",,,,,,,"#DIV/0!"
12512,"irreführ*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"irreführ",FALSE,FALSE,FALSE,2019-01-10,,,4,"irreführ*",,,,,,,"#DIV/0!"
12513,"irrwitz*","zzz_none","conflictive","anti-elitism","glob",2,1,0,0,1,1,0,,"irrwitz",FALSE,FALSE,FALSE,2019-01-10,,,4,"irrwitz*",,,,,,,"#DIV/0!"
12514,"jetset?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"jetset",FALSE,FALSE,FALSE,2019-01-10,,,4,"jetset?",,,,,,,"#DIV/0!"
12515,"jud*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"jud",FALSE,FALSE,FALSE,2019-01-10,,,4,"jud*",,,,,,,"#DIV/0!"
12516,"jüdisch*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"jüdisch",FALSE,FALSE,FALSE,2019-01-10,,,4,"jüdisch*",,,,,,,"#DIV/0!"
12517,"kapital*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"kapital",FALSE,FALSE,FALSE,2019-01-10,,,4,"kapital*",,,,,,,"#DIV/0!"
12518,"kapitalbesitzer*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"kapitalbesitzer",FALSE,FALSE,FALSE,2019-01-10,,,4,"kapitalbesitzer*",,,,,,,"#DIV/0!"
12519,"kapitalist*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"kapitalist",FALSE,FALSE,FALSE,2019-01-10,,,4,"kapitalist*",,,,,,,"#DIV/0!"
12520,"kapitalisten*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"kapitalisten",FALSE,FALSE,FALSE,2019-01-10,,,4,"kapitalisten*",,,,,,,"#DIV/0!"
12521,"kapitul*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"kapitul",FALSE,FALSE,FALSE,2019-01-10,,,4,"kapitul*",,,,,,,"#DIV/0!"
12522,"kaste*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"kaste",FALSE,FALSE,FALSE,2019-01-10,,,4,"kaste*",,,,,,,"#DIV/0!"
12523,"*katastrophe","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"katastrophe",FALSE,FALSE,FALSE,2019-01-10,,,4,"*katastrophe",,,,,,,"#DIV/0!"
12524,"käuflich*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"käuflich",FALSE,FALSE,FALSE,2019-01-10,,,4,"käuflich*",,,,,,,"#DIV/0!"
12525,"klein* arbeiter*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"kleinarbeiter",TRUE,FALSE,FALSE,2019-01-10,,,4,"klein* arbeiter*",,,,,,,"#DIV/0!"
12526,"klein* bürger*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"kleinbürger",TRUE,FALSE,FALSE,2019-01-10,,,4,"klein* bürger*",,,,,,,"#DIV/0!"
12527,"kleine* frau","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"kleinefrau",TRUE,FALSE,FALSE,2019-01-10,,,4,"kleine* frau",,,,,,,"#DIV/0!"
12528,"kleine* frauen","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"kleinefrauen",TRUE,FALSE,FALSE,2019-01-10,,,4,"kleine* frauen",,,,,,,"#DIV/0!"
12529,"kleine* mann","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"kleinemann",TRUE,FALSE,FALSE,2019-01-10,,,4,"kleine* mann",,,,,,,"#DIV/0!"
12530,"klein* hackler*","zzz_none","advocative","people-centrism","glob",2,0,0,0,1,1,0,,"kleinhackler",TRUE,FALSE,FALSE,2019-01-10,,,4,"klein* hackler*",,,,,,,"#DIV/0!"
12531,"klein* leute*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"kleinleute",TRUE,FALSE,FALSE,2019-01-10,,,4,"klein* leute*",,,,,,,"#DIV/0!"
12532,"klein* mann*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"kleinmann",TRUE,FALSE,FALSE,2019-01-10,,,4,"klein* mann*",,,,,,,"#DIV/0!"
12533,"klein* steuerzahler*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"kleinsteuerzahler",TRUE,FALSE,FALSE,2019-01-10,,,4,"klein* steuerzahler*",,,,,,,"#DIV/0!"
